3618F9BB5, CW0934C, 8785.00, 1, GNR 2024-039
3618FAGZ4, CW2016C, 125838.00, 1, GNR 2024-039
3618FAVL8, CW2419C, 7639.00, 1, GNR 2024-039
3618FAVT1, CW2426C, 5783.00, 1, GNR 2024-039
3618FAWE3, CW2445C, 5688.00, 1, GNR 2024-039
3618FAW29, CW2465C, 134715.00, 1, GNR 2024-039
3618FEEU9, CW5547C, 25447.00, 1, GNR 2024-039
3618FF2Y1, CW7091C, 55355.00, 1, GNR 2024-039
3618FF2Z8, CW7092C, 74513.00, 1, GNR 2024-039
3618FHF98, CW8292C, 24307.00, 1, GNR 2024-039
3618FHGA4, CW8293C, 15596.00, 1, GNR 2024-039
3618FHG30, CW8318C, 9255.00, 1, GNR 2024-039
3618FHJG8, CW8363C, 12269.00, 1, GNR 2024-039
3618FHJN3, CW8369C, 8606.00, 1, GNR 2024-039
3618FHK92, CW8420C, 15543.00, 1, GNR 2024-039
3618FHLF7, CW8426C, 11211.00, 1, GNR 2024-039
3618FHLW0, CW8441C, 5656.00, 1, GNR 2024-039
3618FHMZ2, CW8476C, 122160.00, 1, GNR 2024-039
3618FHU26, CW8701C, 13883.00, 1, GNR 2024-039
3618FMMC2, CX1255C, 71464.00, 1, GNR 2024-039
3618FMVS7, CX1525C, 7200.00, 1, GNR 2024-039
3618FMXK2, CX1582C, 7136.00, 1, GNR 2024-039
3618FMXL0, CX1583C, 6139.00, 1, GNR 2024-039
3618FMZW4, CX1657C, 83070.00, 1, GNR 2024-039
3618FRA26, CX4525C, 1544737.00, 1, GNR 2024-039
3618FRA34, CX4526C, 86251.00, 1, GNR 2024-039
3618FRBZ2, CX4556C, 295423.00, 1, GNR 2024-039
3618FRB25, CX4557C, 344922.00, 1, GNR 2024-039
3618FRY95, CX5236C, 6225.00, 1, GNR 2024-039
3618FSH50, CX5652C, 1101577.00, 1, GNR 2024-039
3618FSMY1, CX5775C, 12850.00, 1, GNR 2024-039
3618FSQG6, CX5855C, 15206.00, 1, GNR 2024-039
3618FSQP6, CX5862C, 6131.00, 1, GNR 2024-039
3618FSQ50, CX5876C, 15665.00, 1, GNR 2024-039
3618FSQ76, CX5878C, 8422.00, 1, GNR 2024-039
3618FSR26, CX5905C, 9019.00, 1, GNR 2024-039
3618FSU22, CX6001C, 25370.00, 1, GNR 2024-039
3618FSYV4, CX6124C, 16943.00, 1, GNR 2024-039
3618FWJ59, CX9284C, 120790.00, 1, GNR 2024-039
3618FWJ67, CX9285C, 77578.00, 1, GNR 2024-039
3618FWU64, CX9605C, 1267353.00, 1, GNR 2024-039
3618FYMQ5, CY0367C, 287721.00, 1, GNR 2024-039
3618FYSA4, CY0513C, 1585629.00, 1, GNR 2024-039
3618FY4B8, CY0818C, 1002842.00, 1, GNR 2024-039
3618G13W4, CY2613C, 38062.00, 1, GNR 2024-039
3618G13X2, CY2614C, 12245.00, 1, GNR 2024-039
3618G15U6, CY2659C, 59583.00, 1, GNR 2024-039
3618G15V4, CY2660C, 46500.00, 1, GNR 2024-039
3618G2ML5, CY3063C, 9326.00, 1, GNR 2024-039
3618G2MX9, CY3074C, 8389.00, 1, GNR 2024-039
3618G22Q6, CY3483C, 458934.00, 1, GNR 2024-039
3618G22R4, CY3484C, 252345.00, 1, GNR 2024-039
3618G24T8, CY3534C, 2359926.00, 1, GNR 2024-039
3618G24U5, CY3535C, 2001144.00, 1, GNR 2024-039
3618G25V2, CY3560C, 11498.00, 1, GNR 2024-039
3618G3BE1, CY3637C, 200488.00, 1, GNR 2024-039
3618G3DQ2, CY3711C, 282097.00, 1, GNR 2024-039
3618G3FS6, CY3777C, 75735.00, 1, GNR 2024-039
3618G36Z0, CY4488C, 225661.00, 1, GNR 2024-039
3618G5D38, CY5522C, 73729.00, 1, GNR 2024-039
3618G6VF9, CY6914C, 7362.00, 1, GNR 2024-039
3618G7ZE6, CY7941C, 281727.00, 1, GNR 2024-039
3618G7ZF3, CY7942C, 115656.00, 1, GNR 2024-039
3618G8AH4, CY8108C, 1033822.00, 1, GNR 2024-039
3618G8FW6, CY8281C, 1020039.00, 1, GNR 2024-039
3618G8GE5, CY8297C, 76377.00, 1, GNR 2024-039
3618G8HJ3, CY8333C, 69067.00, 1, GNR 2024-039
3618GBDC5, CZ0099C, 1079894.00, 1, GNR 2024-039
3618GBJU9, CZ0275C, 2082958.00, 1, GNR 2024-039
3618GCBG6, CZ0939C, 95412.00, 1, GNR 2024-039
3618GCBH4, CZ0940C, 71080.00, 1, GNR 2024-039
3618GD4C1, CZ2619C, 678122.00, 1, GNR 2024-039
3618GEAM0, CZ2712C, 6975407.00, 1, GNR 2024-039
3618GEGA0, CZ2893C, 3735372.00, 1, GNR 2024-039
3618GEWQ7, CZ3355C, 241696.00, 1, GNR 2024-039
3618GEXX1, CZ3394C, 195566.00, 1, GNR 2024-039
3618GJTK3, CZ6854C, 6272441.00, 1, GNR 2024-039
3618GJTL1, CZ6855C, 4007429.00, 1, GNR 2024-039
3618GJUH8, CZ6884C, 3463590.00, 1, GNR 2024-039
3618GKP81, CZ7647C, 1171192.00, 1, GNR 2024-039
3618GL4M1, CZ8928C, 2324515.00, 1, GNR 2024-039
3618GPNW9, DA0405C, 6320264.00, 1, GNR 2024-039
3618GVKK5, DA5698C, 1525038.00, 1, GNR 2024-039
3618GYBZ6, DA8156C, 2360199.00, 1, GNR 2024-039
3618H3MT5, DB1270C, 3156437.00, 1, GNR 2024-039
3618FPUA0, CX3277C, 200000.00, 2, GNR 2024-039
3618FPUU6, CX3295C, 200000.00, 2, GNR 2024-039
3618FPUV4, CX3296C, 200000.00, 2, GNR 2024-039
3618G24X9, CY3538C, 1229465.00, 2, GNR 2024-039
3618G3TH5, CY4152C, 100000.00, 2, GNR 2024-039
3618G5HF7, CY5630C, 1211558.00, 2, GNR 2024-039
3618G9Z28, CY9761C, 1693899.00, 2, GNR 2024-039
3618GBBF0, CZ0038C, 1013594.00, 2, GNR 2024-039
3618GFNP6, CZ3998C, 5530783.00, 2, GNR 2024-039
3618GGDJ9, CZ4605C, 3000000.00, 2, GNR 2024-039
3618GJA31, CZ6326C, 1109454.00, 2, GNR 2024-039
3618GJCS4, CZ6381C, 2460455.00, 2, GNR 2024-039
3618GKFB5, CZ7362C, 1309000.00, 2, GNR 2024-039
3618GKMF8, CZ7558C, 1343416.00, 2, GNR 2024-039
3618GLLQ3, CZ8435C, 2292824.00, 2, GNR 2024-039
3618GLQU9, CZ8567C, 2148016.00, 2, GNR 2024-039
3618GLWZ1, CZ8764C, 1862363.00, 2, GNR 2024-039
3618GMF54, CZ9188C, 15000000.00, 2, GNR 2024-039
3618GMF62, CZ9189C, 1747063.00, 2, GNR 2024-039
3618GMJW1, CZ9277C, 10806385.00, 2, GNR 2024-039
3618GM3A6, CZ9793C, 1735558.00, 2, GNR 2024-039
3618GM7H7, CZ9896C, 1583263.00, 2, GNR 2024-039
3618GNB98, CZ9964C, 3577310.00, 2, GNR 2024-039
3618GNCY2, CZ9987C, 1629973.00, 2, GNR 2024-039
3618GPKY8, DA0311C, 2586360.00, 2, GNR 2024-039
3618GPK77, DA0318C, 1125000.00, 2, GNR 2024-039
3618GPK85, DA0319C, 1995000.00, 2, GNR 2024-039
3618GPLE1, DA0325C, 1531985.00, 2, GNR 2024-039
3618GRKS7, DA2105C, 6000000.00, 2, GNR 2024-039
3618GSXD4, DA3376C, 8000000.00, 2, GNR 2024-039
3618GTBK0, DA3642C, 10000000.00, 2, GNR 2024-039
3618GVTN0, DA5957C, 3000000.00, 2, GNR 2024-039
3618GWLX4, DA6642C, 1205000.00, 2, GNR 2024-039
3618GYAP9, DA8114C, 3017916.00, 2, GNR 2024-039
3618GYG81, DA8323C, 1435388.00, 2, GNR 2024-039
3618GYMJ0, DA8461C, 3000000.00, 2, GNR 2024-039
3618H0U70, DA9606C, 2486719.00, 2, GNR 2024-039
3618H2VR1, DB0624C, 4000000.00, 2, GNR 2024-039
3618H3C82, DB0995C, 2050170.00, 2, GNR 2024-039
3618H4A82, DB1831C, 1857614.00, 2, GNR 2024-039
3617XSAK6, CJ9010C, 20169416.00, 3A, GNR 2024-039
3617XSBY5, CJ9055C, 30162519.00, 3A, GNR 2024-039
3618B54S8, CT0833C, 2228375.00, 3A, GNR 2024-039
3617VAFG1, CD0167C, 566868.00, 3B, GNR 2024-039
3618F8ZL9, CW0747C, 529770.00, 3B, GNR 2024-039
3618F8ZM7, CW0748C, 1308606.00, 3B, GNR 2024-039
3618FAGH4, CW2000C, 1943666.00, 3B, GNR 2024-039
3618FAT80, CW2375C, 586760.00, 3B, GNR 2024-039
3618FMZ53, CX1664C, 667123.00, 3B, GNR 2024-039
3618FRBM1, CX4544C, 718174.00, 3B, GNR 2024-039
3618FSKJ6, CX5697C, 581867.00, 3B, GNR 2024-039
3618FUXR9, CX7888C, 841000.00, 3B, GNR 2024-039
3618FY2Y0, CY0791C, 630703.00, 3B, GNR 2024-039
3618FY2Z7, CY0792C, 788600.00, 3B, GNR 2024-039
3618G0K98, CY1220C, 650294.00, 3B, GNR 2024-039
3618G15A0, CY2641C, 83177.00, 3B, GNR 2024-039
3618G2MA9, CY3053C, 391658.00, 3B, GNR 2024-039
3618G5C62, CY5493C, 926881.00, 3B, GNR 2024-039
3618G5C70, CY5494C, 1015442.00, 3B, GNR 2024-039
3618G7KE2, CY7493C, 565627.00, 3B, GNR 2024-039
3618G7SH7, CY7720C, 543544.00, 3B, GNR 2024-039
3618G7W66, CY7869C, 720779.00, 3B, GNR 2024-039
3618G9QU6, CY9467C, 1308710.00, 3B, GNR 2024-039
3618G9QW2, CY9469C, 2962056.00, 3B, GNR 2024-039
3618GCAM4, CZ0912C, 685451.00, 3B, GNR 2024-039
3618GC5Y4, CZ1763C, 530073.00, 3B, GNR 2024-039
3618GC6Y3, CZ1787C, 581546.00, 3B, GNR 2024-039
3618GDVG2, CZ2415C, 649151.00, 3B, GNR 2024-039
3618GE2L1, CZ3479C, 545225.00, 3B, GNR 2024-039
3618GE2M9, CZ3480C, 521798.00, 3B, GNR 2024-039
3618GHGH8, CZ5600C, 994400.00, 3B, GNR 2024-039
3618GHH61, CZ5653C, 1134783.00, 3B, GNR 2024-039
3618GHMP3, CZ5766C, 666173.00, 3B, GNR 2024-039
3618GH5F4, CZ6246C, 1189930.00, 3B, GNR 2024-039
3618GH5G2, CZ6247C, 1446822.00, 3B, GNR 2024-039
3618GH5H0, CZ6248C, 2446180.00, 3B, GNR 2024-039
3618GJMR5, CZ6668C, 1747415.00, 3B, GNR 2024-039
3618GJMS3, CZ6669C, 2745938.00, 3B, GNR 2024-039
3618GKEZ3, CZ7352C, 628248.00, 3B, GNR 2024-039
3618GKJ54, CZ7484C, 506953.00, 3B, GNR 2024-039
3618GKN75, CZ7614C, 599116.00, 3B, GNR 2024-039
3618GKP32, CZ7642C, 570561.00, 3B, GNR 2024-039
3618GKUQ5, CZ7791C, 588714.00, 3B, GNR 2024-039
3618GKVN1, CZ7821C, 502612.00, 3B, GNR 2024-039
3618GMSS0, CZ9529C, 540311.00, 3B, GNR 2024-039
3618GMVJ6, CZ9617C, 2245775.00, 3B, GNR 2024-039
3618GPUB7, DA0578C, 649414.00, 3B, GNR 2024-039
3618GRMJ5, DA2161C, 578917.00, 3B, GNR 2024-039
